207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;207.93;;207.93
207.93;206.628;209.7;206.252;211.941;210.151;208.701;207.731;206.071;209.129;207.733;210.618;207.149;208.33;206.451;204.911;203.82;208.082;209.703;210.369;206.411;207.758;210.214;208.365;205.453;207.092;211.743;205.306;207.547;208.603;212.913;211.244;203.773;;207.93
210.604;204.707;209.583;203.587;211.635;213.771;210.992;211.332;207.144;206.565;208.341;209.866;206.634;207.752;207.157;203.239;202.088;207.929;211.835;212.231;206.713;209.625;207.708;207.846;204.759;209.8;204.274;207.857;204.6;213.477;213.966;213.853;203.96;;207.93
211.527;201.342;207.811;207.71;206.209;213.731;217.379;212.406;206.006;204.158;208.968;211.265;207.913;208.202;208.314;203.486;200.542;204.666;212.887;212.083;207.928;207.71;208.982;208.511;209.677;213.746;208.374;207.125;206.248;211.904;214.818;215.99;199.548;;207.93
210.421;198.213;206.2;210.531;208.581;219.12;219.865;216.759;209.523;198.117;216.32;208.362;212.393;209.454;207.012;204.61;199.244;202.177;209.062;211.933;203.879;206.793;210.121;214.752;213.702;213.203;205.65;206.349;206.058;215.951;217.519;217.702;203.146;;207.93
211.988;195.395;204.893;209.431;212.622;220.622;220.02;216.955;209.642;199.468;219.75;204.542;210.511;210.856;207.205;205.36;194.964;203.511;205.132;212.241;205.12;211.656;208.624;219.192;213.645;214.073;203.252;208.563;210.587;215.857;217.489;219.804;197.702;;207.93
208.859;196.588;206.683;207.911;216.854;221.321;216.92;217.821;210.297;195.781;214.946;201.725;212.836;210.957;206.361;206.977;195.632;202.747;203.774;214.488;203.218;211.143;211.031;217.828;216.548;214.083;207.248;207.506;212.65;217.361;219.401;218.896;196.94;;207.93
207.634;198.147;204.286;210.216;220.15;224.097;219.081;220.267;212.724;197.282;212.112;199.117;213.553;212.768;206.956;208.777;195.507;204.261;204.708;215.772;206.733;207.177;210.943;215.703;218.935;213.985;205.169;207.729;212.428;213.664;220.706;215.563;197.122;;207.93
207.575;192.235;206.317;206.815;222.973;220.452;220.989;221.164;215.364;196.157;210.797;198.966;219.298;212.529;199.717;209.099;194.546;205.902;205.374;222.681;209.911;208.408;209.814;215.582;214.007;216.313;207.056;204.365;208.254;213.271;224;213.687;196.3;;207.93
202.317;190.013;206.091;205.823;221.114;218.605;221.318;220.51;217.619;195.568;207.722;198.013;224.121;211.686;198.107;205.045;193.735;203.47;202.879;223.779;212.103;206.352;208.589;214.948;213.154;214.943;206.753;203.261;203.652;214.3;226.573;212.316;195.598;;207.93
201.016;188.153;205.769;206.722;223.56;216.394;225.573;221.524;219.617;192.647;202.424;196.845;223.756;216.581;196.503;208.134;193.633;200.102;201.302;221.481;209.813;209.056;207.732;215.964;213.914;212.613;206.488;203.865;202.267;217.532;228.653;210.653;194.488;;207.93
200.109;189.671;203.915;207.459;222.903;213.485;222.658;223.423;219.594;194.961;205.33;196.18;223.653;221.954;198.526;211.586;195.184;199.88;197.825;216.592;208.439;207.687;210.287;214.61;218.567;215.04;205.877;203.517;200.052;214.242;229.864;210.04;195.612;;207.93
200.797;192.499;203.704;211.434;220.08;212.027;220.561;222.359;220.722;196.641;205.406;201.005;222.499;226.968;196.313;209.725;192.66;201.221;196.14;214.578;207.242;208.079;212.846;213.614;217.435;212.911;205.021;203.143;197.307;215.326;229.247;207.589;191.709;;207.93
198.287;193.397;204.07;210.983;220.87;212.339;220.423;219.602;220.653;196.143;206.069;201.119;222.589;226.12;195.232;208.414;192.509;204.337;194.861;214.997;208.409;206.137;213.645;212.588;217.783;214.277;204.782;204.836;197.985;214.642;226.759;210.961;190.07;;207.93
198.064;193.875;207.143;213.705;219.222;208.812;221.569;223.546;216.438;196.991;204.143;200.535;222.398;227.091;193.288;205.678;193.05;205.148;191.486;218.872;208.699;204.965;213.906;216.624;220.042;216.241;204.854;203.265;196.652;214.404;226.852;213.697;187.466;;207.93
199.132;194.788;206.126;217.066;219.533;208.549;223.255;222.606;216.579;198.92;204.557;198.463;221.285;228.372;192.588;205.892;191.21;205.508;191.098;220.536;210.809;206.258;214.45;217.058;222.6;215.601;203.927;206.27;198.637;214.006;232.277;210.982;186.686;;207.93
196.384;198.113;205.188;215.114;217.818;207.064;225.422;224.954;212.334;203.725;204.718;196.956;221.363;225.389;190.224;205.303;191.751;205.735;190.208;220.493;212.181;203.838;213.269;214.778;221.375;217.535;202.177;205.16;199.351;215.696;230.98;209.391;186.666;;207.93
196.758;199.667;207.01;214.811;216.309;209.633;226.089;224.303;214.251;201.68;204.137;198.757;220.429;224.292;188.964;205.178;189.208;208.526;188.145;221.293;212.969;205.79;213.617;216.285;217.687;217.646;199.976;207.162;198.462;217.112;228.82;206.617;188.853;;207.93
196.169;198.263;207.118;214.031;219.335;206.773;224.64;223.272;212.522;201.971;203.403;197.592;219.71;222.669;189.113;205.643;190.337;207.395;189.524;224.318;212.239;204.835;217.423;218.194;220.719;216.667;196.848;208.562;201.945;216.687;229.307;208.301;188.738;;207.93
193.926;196.481;203.376;215.279;221.081;206.795;225.327;221.498;211.997;199.956;205.388;196.64;220.117;224.075;188.154;207.971;189.42;206.892;187.773;225.151;212.455;203.088;215.416;218.26;221.142;217.533;199.039;209.429;207.338;217.393;232.196;210.088;188.126;;207.93
192.496;198.251;204.62;214.98;222.057;205.288;226.543;219.6;213.416;196.054;203.502;198.109;222.27;224.331;188.662;207.407;189.746;206.052;188.876;226.029;212.896;201.001;215.907;219.935;222.942;217.993;200.968;211.784;206.95;216.065;230.705;212.327;189.04;;207.93
191.927;198.278;205.532;216.022;223.416;205.27;226.18;219.931;211.827;195.992;204.172;197.34;221.893;226.196;189.375;207.477;187.136;209.121;189.427;225.772;214.602;202.154;213.284;221.548;223.668;216.377;201.252;211.918;207.737;217.567;232.714;212.31;188.896;;207.93
192.983;199.521;204.242;217.524;223.362;205.535;228.785;220.635;212.858;195.64;203.455;200.083;221.837;225.985;190.538;206.958;186.733;212.142;188.978;221.527;212.977;201.481;215.266;222.786;224.107;220.786;203.861;211.558;209.982;217.913;235.275;209.723;189.898;;207.93
193.289;200.303;200.659;216.285;223.07;204.233;226.877;221.805;212.184;194.098;205.435;199.435;221.162;226.86;191.417;207.018;186.151;211.007;187.442;222.891;215.986;198.563;215.759;224.448;227.33;221.585;204.655;212.871;209.654;219.37;235.349;208.364;189.324;;207.93
191.071;200.704;198.843;215.101;219.464;205.282;225.918;219.607;211.194;192.182;205.542;200.996;220.898;224.942;191.641;208.371;184.273;211.594;188.35;223.265;215.412;198.46;213.726;222.486;227.075;222.036;206.854;213.052;208.446;217.945;236.04;208.649;189.447;;207.93
190.004;201.376;197.408;214.763;221.628;206.657;225.514;220.143;211.196;193.714;203.906;200.832;218.386;225.51;190.94;206.437;184.635;212.286;188.031;222.004;218.891;198.168;216.409;223.13;228.867;221.528;207.507;211.916;208.293;218.937;233.033;208.463;189.155;;207.93
188.27;202.37;197.25;216.079;222.659;207.561;224.826;219.421;212.109;192.003;205.969;200.063;217.196;224.286;189.894;205.216;186.025;212.513;188.871;219.96;219.222;199.596;214.996;222.616;226.737;222.437;205.159;212.849;207.275;222.774;233.318;206.289;190.943;;207.93
188.237;202.455;197.041;215.928;226.178;205.991;225.841;220.2;210.935;188.992;208.063;200.722;216.796;225.069;189.155;205.936;183.72;214.301;190.313;220.575;220.259;201.656;212.488;220.895;225.203;219.656;205.904;215.012;206.671;220.475;231.267;206.885;191.017;;207.93
189.314;202.538;198.289;216.881;224.874;203.781;225.595;216.874;214.909;188.389;211.66;199.134;216.226;227.808;187.646;205.616;185.265;211.723;190.048;222.103;224.101;203.351;210.594;222.72;223.672;222.385;206.036;216.442;205.808;220.947;226.56;208.017;190.384;;207.93
189.65;203.675;202.78;214.503;225.684;205.158;223.23;219.228;213.87;188.369;210.869;199.563;215.996;226.977;187.782;207.472;184.608;212.993;189.78;220.462;226.3;201.811;211.036;222.358;226.738;220.182;208.434;216.592;204.334;223.42;228.026;207.02;191.362;;207.93
191.928;203.959;203.319;215.427;226.92;204.113;222.785;219.482;210.889;189.807;209.99;200.318;215.688;227.072;186.558;207.231;183.787;213.194;192.029;220.633;225.736;201.839;211.493;222.072;224.958;218.889;208.801;215.669;203.327;222.783;223.023;207.238;192.261;;207.93
190.445;204.061;202.104;213.346;225.758;205.318;225.615;217.89;207.913;190.735;208.699;201.711;215.877;226.686;186.49;208.153;183.671;211.889;192.525;221.191;224.441;201.779;209.697;225.91;223.991;219.409;208.275;214.79;202.57;225.364;222.175;208.285;190.87;;207.93
190.832;204.227;201.803;211.592;226.971;205.397;225.108;218.707;208.113;189.987;209.897;201.905;215.227;228.163;188.648;204.813;184.091;208.852;192.63;221.324;225.096;201.382;209.109;227.075;224.457;220.105;208.331;216.13;202.677;225.496;222.77;208.691;192.035;;207.93
191.711;202.358;201.585;210.274;224.469;202.394;225.885;218.027;209.05;190.295;211.147;202.465;216.128;229.841;188.388;203.384;182.409;212.121;190.887;222.707;227.882;203.618;209.152;225.521;226.402;220.241;210.046;214.253;201.777;224.996;226.824;210.494;192.596;;207.93
190.671;201.357;203.131;211.346;222.729;199.852;224.174;218.089;210.417;191.322;210.83;203.762;215.955;229.226;188.297;204.612;182.58;211.085;191.048;226.018;228.85;203.097;208.066;224.583;226.249;219.651;210.976;213.054;199.144;227.542;226.774;212.435;192.681;;207.93
190.462;200.6;204.232;211.495;223.954;200.756;226.463;217.874;210.483;190.804;210.151;204.469;215.389;229.364;190.025;204.204;184.122;210.862;188.306;225.841;229.095;202.397;208.642;223.36;228.523;219.876;210.883;212.644;199.277;230.731;227.506;210.824;194.447;;207.93
