100;150;0.0319;0.00833333;7.04609
100;170;0.0319;0.00833333;7.11902
100;172;0.0319;0.00833333;7.22028
100;174;0.0319;0.00833333;6.85776
100;175;0.0319;0.00833333;6.96712
100;176;0.0319;0.00833333;7.04944
100;179;0.0319;0.00833333;7.11953
100;180;0.0319;0.00833333;6.83725
100;181;0.0319;0.00833333;7.28202
100;183;0.0319;0.00833333;6.69341
100;184;0.0319;0.00833333;6.84086
100;185;0.0319;0.00833333;6.74094
100;186;0.0319;0.00833333;6.95987
100;186.5;0.0319;0.00833333;7.12707
100;187;0.0319;0.00833333;6.95626
100;187.5;0.0319;0.00833333;7.09652
100;188;0.0319;0.00833333;6.88515
100;188.5;0.0319;0.00833333;6.78073
100;189;0.0319;0.00833333;6.88554
100;189.5;0.0319;0.00833333;7.3756
100;190;0.0319;0.00833333;7.34791
100;190.5;0.0319;0.00833333;7.33838
100;191;0.0319;0.00833333;7.38643
100;191.5;0.0319;0.00833333;7.21524
100;192;0.0319;0.00833333;7.17754
100;192.5;0.0319;0.00833333;7.0851
100;193;0.0319;0.00833333;7.22755
100;193.5;0.0319;0.00833333;7.35023
100;194;0.0319;0.00833333;7.10195
100;194.5;0.0319;0.00833333;6.86994
100;195;0.0319;0.00833333;7.30982
100;195.5;0.0319;0.00833333;7.22354
100;196;0.0319;0.00833333;7.07518
100;196.5;0.0319;0.00833333;6.80349
100;197;0.0319;0.00833333;6.83744
100;197.5;0.0319;0.00833333;6.8491
100;198;0.0319;0.00833333;6.85657
100;198.5;0.0319;0.00833333;6.73621
100;199;0.0319;0.00833333;6.90775
100;199.5;0.0319;0.00833333;7.24891
100;200;0.0319;0.00833333;7.10846
100;200.5;0.0319;0.00833333;7.40263
100;201;0.0319;0.00833333;7.0591
100;201.5;0.0319;0.00833333;6.95607
100;202;0.0319;0.00833333;7.10056
100;202.5;0.0319;0.00833333;6.89503
100;203;0.0319;0.00833333;7.11649
100;203.5;0.0319;0.00833333;7.05723
100;204;0.0319;0.00833333;6.73366
100;204.5;0.0319;0.00833333;7.07126
100;205;0.0319;0.00833333;7.11073
100;205.5;0.0319;0.00833333;7.07804
100;206;0.0319;0.00833333;7.17429
100;206.5;0.0319;0.00833333;7.01842
100;207;0.0319;0.00833333;7.00083
100;207.5;0.0319;0.00833333;7.39719
100;208;0.0319;0.00833333;6.61201
100;208.5;0.0319;0.00833333;7.17604
100;208.8;0.0319;0.00833333;7.28219
100;209;0.0319;0.00833333;6.8358
100;209.5;0.0319;0.00833333;7.15206
100;210;0.0319;0.00833333;6.74685
100;210.5;0.0319;0.00833333;6.91905
100;211;0.0319;0.00833333;7.69668
100;211.5;0.0319;0.00833333;7.11693
100;212;0.0319;0.00833333;7.2111
100;212.5;0.0319;0.00833333;7.3755
100;213;0.0319;0.00833333;6.77968
100;213.5;0.0319;0.00833333;6.89008
100;214;0.0319;0.00833333;6.91346
100;214.5;0.0319;0.00833333;7.34743
100;215;0.0319;0.00833333;7.03734
100;215.5;0.0319;0.00833333;7.13637
100;216;0.0319;0.00833333;7.28558
100;216.5;0.0319;0.00833333;7.0383
100;217;0.0319;0.00833333;6.91272
100;217.5;0.0319;0.00833333;6.6971
100;218;0.0319;0.00833333;7.14688
100;218.5;0.0319;0.00833333;7.26492
100;219;0.0319;0.00833333;7.10003
100;219.5;0.0319;0.00833333;7.12105
100;220;0.0319;0.00833333;7.45751
100;222.5;0.0319;0.00833333;6.99299
100;225;0.0319;0.00833333;7.06677
100;227.5;0.0319;0.00833333;6.79719
100;165;0.0319;0.0277778;6.9021
100;180;0.0319;0.0277778;7.35595
100;183;0.0319;0.0277778;6.6568
100;183.5;0.0319;0.0277778;7.06291
100;184.5;0.0319;0.0277778;7.26758
100;185;0.0319;0.0277778;7.01112
100;185.5;0.0319;0.0277778;7.09348
100;186;0.0319;0.0277778;6.52091
100;186.5;0.0319;0.0277778;6.83186
100;187;0.0319;0.0277778;7.05412
100;187.5;0.0319;0.0277778;6.80111
100;188;0.0319;0.0277778;6.98554
100;188.5;0.0319;0.0277778;7.4851
100;189;0.0319;0.0277778;6.95878
100;189.5;0.0319;0.0277778;6.71567
100;190;0.0319;0.0277778;6.89673
100;190.5;0.0319;0.0277778;7.14822
100;191;0.0319;0.0277778;6.89784
100;191.5;0.0319;0.0277778;7.18885
100;192;0.0319;0.0277778;7.32274
100;192.5;0.0319;0.0277778;7.08513
100;193;0.0319;0.0277778;6.77443
100;193.5;0.0319;0.0277778;6.99506
100;194;0.0319;0.0277778;6.75359
100;194.5;0.0319;0.0277778;7.46325
100;195;0.0319;0.0277778;6.8308
100;195.5;0.0319;0.0277778;7.02923
100;196;0.0319;0.0277778;7.04391
100;196.5;0.0319;0.0277778;6.83575
100;197;0.0319;0.0277778;6.71792
100;197.5;0.0319;0.0277778;7.17512
100;198;0.0319;0.0277778;6.94856
100;198.5;0.0319;0.0277778;6.90426
100;199;0.0319;0.0277778;6.75031
100;199.5;0.0319;0.0277778;7.01666
100;200;0.0319;0.0277778;6.91587
100;200.5;0.0319;0.0277778;6.70363
100;201;0.0319;0.0277778;6.79471
100;201.5;0.0319;0.0277778;7.08682
100;202;0.0319;0.0277778;7.18195
100;202.5;0.0319;0.0277778;7.02708
100;203;0.0319;0.0277778;7.18414
100;203.5;0.0319;0.0277778;6.72962
100;204;0.0319;0.0277778;7.12884
100;204.5;0.0319;0.0277778;7.42011
100;205;0.0319;0.0277778;6.82536
100;205.5;0.0319;0.0277778;7.31815
100;206;0.0319;0.0277778;7.09495
100;206.5;0.0319;0.0277778;6.85813
100;207;0.0319;0.0277778;6.96285
100;207.5;0.0319;0.0277778;7.10814
100;208;0.0319;0.0277778;6.68018
100;208.5;0.0319;0.0277778;6.85294
100;208.8;0.0319;0.0277778;7.01025
100;209;0.0319;0.0277778;6.83459
100;209.5;0.0319;0.0277778;7.30091
100;210;0.0319;0.0277778;7.05266
100;210.5;0.0319;0.0277778;7.02074
100;211;0.0319;0.0277778;7.32521
100;211.5;0.0319;0.0277778;6.90188
100;212;0.0319;0.0277778;7.05581
100;212.5;0.0319;0.0277778;7.19285
100;213;0.0319;0.0277778;7.35503
100;213.5;0.0319;0.0277778;7.43361
100;214;0.0319;0.0277778;7.50779
100;214.5;0.0319;0.0277778;7.15205
