0.1650;0.1561;0.1530
0.1587;0.1506;0.1505
0.1499;0.1472;0.1471
0.1466;0.1436;0.1441
0.1379;0.1397;0.1415
0.1365;0.1367;0.1388
0.1309;0.1326;0.1349
0.1311;0.1299;0.1327
0.1261;0.1253;0.1303
0.1221;0.1232;0.1276
0.1160;0.1202;0.1250
0.1138;0.1173;0.1215
